No.,Placement ID,X,Y,Angle,Component Name,Place/Adhesive,Mark,Area Bad Mark,Skip,Trial,Layer,Placement Monitor,Machine,Adhe Skip,Adhesive Test,Adhesive Machine
395,D131,190.69,116.35,180,POWERDI123_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
396,D132,190.69,119,180,POWERDI123_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
397,D133,194.78,109.44,270,POWERDI123_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
398,D134,194.78,114.48,270,POWERDI123_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
399,D135,194.78,119,270,POWERDI123_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
400,D136,153.58,111.7,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
401,D137,153.84,113.99,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
402,D138,154.09,116.02,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
403,D139,154.34,117.8,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
404,D140,154.6,119.32,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
405,D141,154.85,120.46,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
406,D142,154.98,121.48,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
407,D143,156.76,117.8,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
408,D144,156.76,119.32,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
409,D145,156.76,120.46,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
410,D146,156.76,121.48,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
411,D147,156.77,111.7,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
412,D148,156.78,113.99,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
413,D149,156.84,116.02,180,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
414,D150,159.03,112.95,270,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
415,D151,159.03,115.63,270,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
416,D152,159.03,117.79,270,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
417,D153,159.03,119.7,270,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
418,D154,159.03,121.48,270,SOD882_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
419,D155,163.46,113.58,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
420,D156,163.72,115.51,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
421,D157,163.97,117.19,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
422,D158,164.22,118.61,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
423,D159,164.48,119.78,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
424,D160,164.73,120.69,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
425,D161,164.86,121.48,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
426,D162,166.25,113.58,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
427,D163,166.25,115.51,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
428,D164,166.25,117.19,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
429,D165,166.25,118.59,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
430,D166,166.25,119.78,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
431,D167,166.25,120.69,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
432,D168,166.25,121.48,180,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
433,D169,168.2,114.51,270,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
434,D170,168.2,116.8,270,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
435,D171,168.2,118.57,270,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
436,D172,168.2,120.09,270,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
437,D173,168.2,121.48,270,SOD962-2_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
438,IC1,15.5,159.5,135,TSSOP20_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
439,IC2,13.31,52.97,180,SO8_4600X4100_1500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
440,IC3,13.31,61.4,180,SO8_4600X4100_1500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
441,IC4,13.31,28.02,180,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
442,IC5,13.31,38.49,180,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
443,IC6,19.86,38.49,180,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
444,IC7,19.86,28.02,0,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
445,IC8,20.93,61.4,180,SO8_4600X4100_1500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
446,IC9,20.93,52.97,0,SO8_4600X4100_1500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
447,IC10,31.09,52.97,180,SO16_9500X3100_1600_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
448,IC11,31.09,61.4,180,SO16_9500X3100_1600_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
449,IC12,37.79,28.02,270,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
450,IC13,37.79,33.26,270,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
451,IC14,37.79,38.49,270,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
452,IC15,43.79,61.4,180,SO16_9500X3100_1600_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
453,IC16,43.79,52.97,0,SO16_9500X3100_1600_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
454,IC17,48.23,28.02,270,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
455,IC18,48.23,33.26,270,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
456,IC19,48.23,38.49,270,SO8_4200X3500_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
457,IC20,55.22,52.56,180,SSOP20_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
458,IC21,55.22,61.81,180,SSOP20_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
459,IC22,58.31,16.9,90,QFN44R05_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
460,IC23,58.31,8.01,270,QFN44R05_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
461,IC24,65.38,52.56,0,SSOP20_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
462,IC25,65.38,61.81,180,SSOP20_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
463,IC26,73.55,11.82,180,TSQFP100R05_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
464,IC27,73.55,31.25,90,TSQFP100R05_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
465,IC28,75.03,53.27,180,TSSOP20_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
466,IC29,75.03,61.1,180,TSSOP20_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
467,IC30,77.82,145.22,180,SUPER-SO8_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
468,IC31,84.17,61.1,180,TSSOP20_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
469,IC32,84.17,53.27,0,TSSOP20_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
470,IC33,85.95,145.22,0,SUPER-SO8_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
471,IC34,90.06,22.61,90,PartNo_TQFP32R08_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
472,IC35,90.06,34.68,0,PartNo_TQFP32R08_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
473,IC36,90.06,9.28,90,PartNo_TSQFP64R04_6700X6700_1000-64_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
474,IC37,94.2,145.22,225,SUPER-SO8_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
475,IC38,104.03,28.33,225,PartNo_TSQFP64R04_6700X6700_1000-64_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
476,IC39,103.09,145.22,135,SUPER-SO8_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
477,IC40,101.49,15.63,90,LGA-10_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
478,IC41,107.84,15.63,0,LGA-10_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
479,IC42,111.35,145.22,270,SUPER-SO8_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
480,IC43,118.97,145.22,90,SUPER-SO8_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
481,IC44,131.03,145.22,90,DHVQFN24R05_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
482,IC45,138.02,145.22,0,DHVQFN24R05_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
483,IC46,141.83,152.46,225,DHVQFN24R05_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
484,IC47,145.64,145.22,90,DHVQFN24R05_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
485,L1,6.45,120.94,0,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
486,L2,6.7,125.18,0,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
487,L3,6.96,128.91,0,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
488,L4,7.21,132.14,0,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
489,L5,11.83,120.94,0,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
490,L6,11.83,125.18,0,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
491,L7,11.83,128.91,0,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
492,L8,11.83,132.14,0,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
493,L9,16.28,121.66,90,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
494,L10,16.28,126.79,90,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
495,L11,16.28,131.42,90,IND_3100X2300_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
496,L12,22.27,123.3,0,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
497,L13,22.53,126.75,0,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
498,L14,22.78,129.7,0,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
499,L15,23.03,132.14,0,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
500,L16,27.73,123.3,0,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
501,L17,27.73,126.75,0,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
502,L18,27.73,129.7,0,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
503,L19,27.73,132.14,0,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
504,L20,31.85,122.77,90,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
505,L21,31.85,127.97,90,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
506,L22,31.85,132.67,90,C1206_IND_1000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
507,L23,36.85,125.43,180,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
508,L24,37.11,128.18,180,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
509,L25,37.36,130.41,180,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
510,L26,37.61,132.14,180,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
511,L27,41.12,125.43,180,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
512,L28,41.12,128.18,180,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
513,L29,41.12,130.41,180,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
514,L30,41.12,132.14,180,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
515,L31,44.24,125.03,270,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
516,L32,44.24,129.04,270,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
517,L33,44.24,132.55,270,C0805_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
518,L34,48.48,126.2,0,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
519,L35,48.74,128.68,0,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
520,L36,48.99,130.67,0,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
521,L37,49.25,132.14,0,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
522,L38,51.94,126.2,0,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
523,L39,51.94,128.68,0,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
524,L40,51.94,130.67,0,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
525,L41,51.94,132.14,0,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
526,L42,54.53,126.22,90,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
527,L43,54.53,129.42,90,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
528,L44,54.53,132.11,90,C0603_IND_850_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
529,L45,140.53,168.23,315,WE-PD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
530,LED1,59.94,120.25,0,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
531,LED2,60.19,124.72,0,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
532,LED3,60.45,128.68,0,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
533,LED4,60.7,132.14,0,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
534,LED5,65.93,120.25,0,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
535,LED6,65.93,124.72,0,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
536,LED7,65.93,128.68,0,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
537,LED8,65.93,132.14,0,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
538,LED9,70.71,120.71,90,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
539,LED10,70.71,126.45,90,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
540,LED11,70.71,131.68,90,LED1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
541,LED12,76.78,123.94,180,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
542,LED13,77.03,127.19,180,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
543,LED14,77.29,129.93,180,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
544,LED15,77.54,132.16,180,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
545,LED16,82.16,123.94,180,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
546,LED17,82.16,127.19,180,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
547,LED18,82.16,129.93,180,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
548,LED19,82.16,132.16,180,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
549,LED20,86.1,123.17,270,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
550,LED21,86.1,128.3,270,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
551,LED22,86.1,132.93,270,LED1206_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
552,LED23,90.98,124.82,0,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
553,LED24,91.23,127.77,0,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
554,LED25,91.49,130.21,0,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
555,LED26,91.74,132.14,0,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
556,LED27,95.14,124.82,0,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
557,LED28,95.14,127.77,0,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
558,LED29,95.14,130.21,0,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
559,LED30,95.14,132.14,0,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
560,LED31,98.32,124.82,90,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
561,LED32,98.32,128.74,90,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
562,LED33,98.32,132.14,90,LED0805_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
563,LED34,102.64,126.2,180,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
564,LED35,102.89,128.68,180,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
565,LED36,103.15,130.67,180,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
566,LED37,103.4,132.14,180,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
567,LED38,106.04,126.2,180,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
568,LED39,106.04,128.68,180,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
569,LED40,106.04,130.67,180,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
570,LED41,106.04,132.14,180,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
571,LED42,108.61,126.27,270,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
572,LED43,108.61,129.42,270,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
573,LED44,108.61,132.06,270,LED0603_350_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
574,Q1,68.68,172.64,270,Dpak_10000x9000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
575,Q2,156.77,19.57,180,SOT223P_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
576,Q3,156.77,28.59,0,SOT223P_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
577,Q4,167.78,99.6,135,SOT223P_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
578,Q5,172.53,104.35,315,SOT223P_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
579,R1,6.45,102.7,180,MELF_1206_1100_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
580,R2,6.7,106.21,180,MELF_1206_1100_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
581,R3,6.96,109.2,180,MELF_1206_1100_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
582,R4,7.21,111.69,180,MELF_1206_1100_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
583,R5,7,142.27,180,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
584,R6,7,143.63,180,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
585,R7,7,145,180,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
586,R8,7.35,141.38,180,R0402_250_Minefield_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
587,R9,7.35,142.75,180,R0402_250_Minefield_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
588,R10,7.35,144.11,180,R0402_250_Minefield_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
589,R11,7.46,77.15,0,R0402_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
590,R12,7.32,141.89,0,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
591,R13,7.32,143.26,0,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
592,R14,7.32,144.62,0,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
593,R15,7.13,136.97,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
594,R16,7.13,137.6,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
595,R17,7.13,138.23,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
596,R18,7.13,138.86,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
597,R19,7.13,139.49,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
598,R20,7.13,140.12,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
599,R21,7.13,140.75,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
600,R22,7.63,142.27,180,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
601,R23,7.63,143.63,180,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
602,R24,7.63,145,180,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
603,R25,7.51,136.94,90,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
604,R26,7.51,137.86,90,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
605,R27,7.51,138.77,90,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
606,R28,7.51,139.69,90,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
607,R29,7.51,140.6,90,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
608,R30,8.23,141.89,0,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
609,R31,8.23,143.26,0,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
610,R32,8.23,144.62,0,R0201_200_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
611,R33,8.02,137.49,270,R0402_250_Minefield_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
612,R34,8.02,138.92,270,R0402_250_Minefield_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
613,R35,8.02,140.35,270,R0402_250_Minefield_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
614,R36,8.26,142.27,180,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
615,R37,8.26,143.63,180,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
616,R38,8.26,145,180,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
617,R39,8.78,141.38,180,R0402_250_Minefield_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
618,R40,8.78,142.75,180,R0402_250_Minefield_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
619,R41,8.78,144.11,180,R0402_250_Minefield_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
620,R42,8.5,136.97,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
621,R43,8.5,137.6,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
622,R44,8.5,138.23,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
623,R45,8.5,138.86,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
624,R46,8.5,139.49,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
625,R47,8.5,140.12,270,R01005_MINEFIELD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
